text,labels
"The Eagle did not prove ungrateful to his deliverer , for seeing the Peasant sitting under a wall which was not safe , he flew toward him and with his talons snatched a bundle from his head .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"When the Peasant rose in pursuit , the Eagle let the bundle fall again .",O O O O O O O O O O O O O O O
"Taking it up , the man returned to the same place , to find that the wall under which he had been sitting had fallen to pieces ; and he marveled at the service rendered him by the Eagle .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"THE ASS and the Fox , having entered into partnership together for their mutual protection , went out into the forest to hunt .",O O O O O O O O O O O O O O O O O O O O O O O O
They had not proceeded far when they met a Lion .,O O O O O O O O O O O
"The Fox , seeing imminent danger , approached the Lion and promised to contrive for him the capture of the Ass if the Lion would pledge his word not to harm the Fox .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Then , upon assuring the Ass that he would not be injured , the Fox led him to a deep pit and arranged that he should fall into it .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Georgian Prime Minister Zurab Zhvania says he supports democracy in Ukraine and hopes the upcoming Ukrainian presidential election will be free and fair .,B-gpe B-per I-per I-per I-per O O O O O B-geo O O O O B-gpe O O O O O O O O
"The Lion , seeing that the Ass was secured , immediately clutched the Fox , and attacked the Ass at his leisure .",O O O O O O O O O O O O O O O O O O O O O O O
Never trust your enemy,O O O O
Old mathematicians never die ; they just lose some of their functions .,O O O O O O O O O O O O O
Nostalgia is like a grammar lesson .,O O O O O O O
You find the present tense and the past perfect .,O O O O O O O O O O
"My grandfather worked in a blacksmith shop when he was a boy , and he used to tell me how he had toughened himself up so he could stand the rigors of blacksmithing .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"He said he would stand outside behind the house and , with a 5 pound potato sack in each hand , extend his arms straight out to his sides and hold them there as long as he could .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"After a while he tried 10 pound potato sacks , then 20 pound potato sacks and finally he got to where he could lift a 50 pound potato sack in each hand and hold his arms straight out for five full minutes ! Eventually , he even started putting potatoes in the sacks .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Advance copies of the United Nations ' internal audit of its oil-for-food program reportedly show that U.N. officials wasted money and overlooked massive overcharges by contractors .,O O O O B-org I-org O O O O O O O O O O B-geo O O O O O O O O O O
"News reports published Sunday in the United States say the audits , part of an extensive independent report to be released on Monday , criticize a former top aide to Secretary-General Kofi Annan , Benon Sevan , and the U.N. office he headed that ran the oil-for-food program .",O O O B-tim O O B-geo I-geo O O O O O O O O O O O O O O B-tim O O O O O O O O B-per I-per O B-per I-per O O O B-geo O O O O O O O O O
"Mr. Zhvania , who is currently visiting the United States , made the comment Wednesday in an interview with the Voice of America .",B-per I-per O O O O O O B-geo I-geo O O O O B-tim O O O O O B-org I-org I-org O
"However , the advance portions of the audit described by The New York Times and Associated Press do not reveal any systematic corruption or bribery .",O O O O O O O O O O B-org I-org I-org I-org I-org I-org I-org O O O O O O O O O
Mr. Annan named an independent panel to investigate the program following allegations that billions of dollars were diverted by some members of the former Saddam Hussein regime and other corrupt officials .,B-per I-per O O O O O O O O O O O O O O O O O O O O O O B-geo I-geo O O O O O O
The program was created in 1996 to help the people of Iraq after the first Gulf War .,O O O O O B-tim O O O O O B-geo O O O O O O
Former U.S. central bank chief Paul Volcker heads the independent commission .,O B-geo O O O B-per I-per O O O O O
He said last week that no clear-cut evidence of wrongdoing has been found .,O O O O O O O O O O O O O O
"Sri Lanka 's military says it has launched airstrikes on rebel sites in northern parts of the country , following rebel artillery attacks .",B-gpe I-gpe O O O O O O O O O O O O O O O O O O O O O O
Officials Saturday said at least 11 soldiers were killed and 53 others were wounded in the fighting on the Jaffna peninsula .,O B-tim O O O O O O O O O O O O O O O O O B-geo I-geo O
They said Tamil Tiger rebels provoked the fighting by opening fire with artillery strikes against Sri Lankan troops .,O O B-per I-per O O O O O O O O O O O B-gpe I-gpe O O
Government officials also said they sent a naval ship to the peninsula to evacuate nearly 800 civilians trapped in the area .,O O O O O O O O O O O O O O O O O O O O O O
Thousands of people have been stranded in northern Sri Lanka since rebels launched new attacks last month .,O O O O O O O O B-gpe I-gpe O O O O O O O O
"He also expressed satisfaction with his U.S. visit , which began Sunday , and says the United States has a great deal of interest in Georgia .",O O O O O O B-org O O O O B-tim O O O O B-geo I-geo O O O O O O O B-org O
The Tamil Tiger rebels have been fighting for a separate homeland in the north and east since the early 1980s .,O B-org I-org O O O O O O O O O O O O O O O O B-tim O
Tens of thousands of people have died in the violence .,O O O O O O O O O O O
"The White House will become a pink house on Thursday , as it is bathed in pink lighting to call attention to the fight against breast cancer .",O B-org I-org O O O O O O B-tim O O O O O O O O O O O O O O O O O O
U.S. President Barack Obama announced on the social networking site Twitter that the executive mansion will be lit in pink Thursday evening in recognition of October as National Breast Cancer Awareness Month .,B-geo B-per I-per I-per O O O O O O B-art O O O O O O O O O B-tim I-tim O O B-tim I-tim O B-org I-org I-org I-org I-org O
"Earlier this month , Mr. Obama signed a proclamation for breast cancer awareness month .",O O O O B-per I-per O O O O O O O O O
It is one of numerous public efforts in October in the U.S. aimed at fighting the disease .,O O O O O O O O B-tim O O B-geo O O O O O O
"Last year , a large pink ribbon was hung outside the White House .",O O O O O O O O O O O B-org I-org O
"The American Cancer Society says there are about 40,000 breast cancer deaths annually in the U.S.",O B-org I-org I-org O O O O O O O O O O O B-geo
"The World Health Organization says breast cancer claims 5,19,000 lives worldwide each year .",O B-org I-org I-org O O O O O O O B-tim O O
"Someone in the world dies in a traffic accident , on average , every 30 seconds .",O O O O O O O O O O O O O O O O O
"So far , nearly 100 militants have been reported killed in the region since Thursday .",O O O O O O O O O O O O O O B-tim O
"Mr. Zhvania has met with a number of high-level U.S. officials , including National Security Advisor Condoleezza Rice .",B-per I-per O O O O O O O B-gpe O O O B-per I-per I-per I-per I-per O
"That is the conclusion of the international group Make Roads Safe , a worldwide effort to make road safety a global priority .",O O O O O O O B-per B-org I-org I-org O O O O O O O O O O O O
"On 31 March 2008 , the United Nations plans to take up the issue of global road safety amid calls for a U.N. conference to tackle the rising toll of road deaths and injuries .",O B-tim I-tim I-tim O O B-org I-org O O O O O O O O O O O O O O B-geo O O O O O O O O O O O O
VOA 's Tetiana Koprowicz has more on efforts to improve road safety in the U.S.,B-org O B-per I-per O O O O O O O O O O B-geo
A British diplomat has met again with Palestinian Prime Minister Ismail Haniyeh to discuss the case of kidnapped BBC journalist Alan Johnston .,O B-gpe O O O O O B-gpe B-per I-per I-per I-per O O O O O O B-org O B-per I-per O
"British consul Richard Makepeace met in Gaza Tuesday with Mr. Haniyeh , of the Islamic militant group Hamas .",B-gpe O B-per I-per O O B-tim I-tim O B-per I-per O O O B-org I-org I-org I-org O
The two also held talks on the kidnapping last month despite a British boycott of Palestinian officials from Hamas .,O O O O O O O O O O O O B-gpe O O B-gpe O O B-org O
"British officials say the talks do not represent a change in British policy , and are only focused on the case of Johnston , who was kidnapped in Gaza on March 12 .",B-gpe O O O O O O O O O O B-gpe O O O O O O O O O O B-per O O O O O B-tim O B-tim I-tim O
It is not clear who the kidnappers are .,O O O O O O O O O
An aide to Mr. Haniyeh said the Palestinian government hopes for a resolution of the case soon .,O O O B-per I-per O O B-gpe O O O O O O O O O O
Johnston was the only Western reporter permanently based in the Gaza Strip at the time of his abduction .,B-per O O O O O O O O O B-geo I-geo O O O O O O O
"He quoted Ms. Rice as saying that Washington recognizes Georgia 's territorial integrity in regards to Abkhazia , a pro-Russian enclave in Georgia that has run its own affairs since the early 1990s .",O O B-per I-per O O O B-org O B-org O O O O O O B-geo O O O O O B-geo O O O O O O O O O B-tim O
The United States and Israel have agreed to work together on developing a new missile defense system that would counter both long-range ballistic missiles as well as short-range rockets .,O B-geo I-geo O B-geo O O O O O O O O O O O O O O O O O O O O O O O O O
